url	host	kind	anchor_text	observed_at	capture_status	claim_ceiling
https://github.com/yongchao98/PROMST	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2501.01329	arxiv.org	arxiv	The Prompt Alchemist: Automated LLM-Tailored Prompt Optimization for Test Case Generation	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2510.15260	arxiv.org	arxiv	DRO-InstructZero: Distributionally Robust Prompt Optimization for Large Language Models	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://ieeexplore.ieee.org/document/11239071	ieeexplore.ieee.org	publisher	CoolPrompt: Automatic Prompt Optimization Framework for Large Language Models	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.04465	arxiv.org	arxiv	SePO: Self-Evolving Prompt Agent for System Prompt Optimization	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/taowangcheng/SePO	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.18902	arxiv.org	arxiv	SAGE: Stochastic Prompt Optimization via Agent-Guided Exploration	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/madaan/self-refine	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2302.02676	arxiv.org	arxiv	Chain of Hindsight Aligns Language Models with Feedback	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/haoliuhl/chain-of-hindsight	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2303.11366	arxiv.org	arxiv	Reflexion: Language Agents with Verbal Reinforcement Learning	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/noahshinn/reflexion	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2305.19118	arxiv.org	arxiv	Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/Skytliang/Multi-Agents-Debate	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2405.03845	arxiv.org	arxiv	Self-Improving Customer Review Response Generation Based on LLMs	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2405.17346	arxiv.org	arxiv	Prompt Optimization with Human Feedback	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/xqlin98/APOHF	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2406.11695	arxiv.org	arxiv	Optimizing Instructions and Demonstrations for Multi-Stage Language Model Programs	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://dspy.ai/	dspy.ai	project-page	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2410.02748	arxiv.org	arxiv	CriSPO: Multi-Aspect Critique-Suggestion-guided Automatic Prompt Optimization for Text Generation	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/amazon-science/CriSPO	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2412.19684	arxiv.org	arxiv	Boosting Private Domain Understanding of Efficient MLLMs: A Tuning-free, Adaptive, Universal Prompt Optimization Framework	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2507.19457	arxiv.org	arxiv	GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/gepa-ai/gepa	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.16233	arxiv.org	arxiv	FORGE: Self-Evolving Agent Memory With No Weight Updates via Population Broadcast	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2309.08532	arxiv.org	arxiv	EvoPrompt: Connecting LLMs with Evolutionary Algorithms Yields Powerful Prompt Optimizers	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/beeevita/EvoPrompt	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2304.12244	arxiv.org	arxiv	WizardLM: Empowering large pre-trained language models to follow complex instructions	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/nlpxucan/WizardLM	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2506.00178v2	arxiv.org	arxiv	Tournament of Prompts: Evolving LLM Instructions Through Structured Debates and Elo Ratings	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2309.16797	arxiv.org	arxiv	Promptbreeder: Self-Referential Self-Improvement Via Prompt Evolution	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2510.18257	arxiv.org	arxiv	DelvePO: Direction-Guided Self-Evolving Framework for Flexible Prompt Optimization	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/PasaLab/DelvePO	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2510.21148	arxiv.org	arxiv	How to Auto-optimize Prompts for Domain Tasks? Adaptive Prompting and Reasoning through Evolutionary Domain Knowledge Adaptation	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/miemieyanga/EGO-Prompt	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2305.03495	arxiv.org	arxiv	"Automatic Prompt Optimization with ""Gradient Descent"" and Beam Search"	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/microsoft/LMOps/tree/main/prompt_optimization	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2412.03624	arxiv.org	arxiv	How to Correctly do Semantic Backpropagation on Language-based Agentic Systems	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/HishamAlyahya/semantic_backprop	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2406.16218	arxiv.org	arxiv	Trace is the Next AutoDiff: Generative Optimization with Rich Feedback, Execution Traces, and LLMs	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/microsoft/trace	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/zou-group/textgrad	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2505.18524	arxiv.org	arxiv	metaTextGrad: Automatically optimizing language model optimizers	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/zou-group/metatextgrad	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://openreview.net/pdf?id=FywYwwH5z9	openreview.net	openreview	MAPGD: Multi-Agent Prompt Gradient Descent for Collaborative Prompt Optimization	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2506.00400	arxiv.org	arxiv	Scaling Textual Gradients via Sampling-Based Momentum	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://openreview.net/pdf?id=ydTwv5D536	openreview.net	openreview	Pick Your Textual Gradients	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.23904	arxiv.org	arxiv	SkillOpt: Executive Strategy for Self-Evolving Agent Skills	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/microsoft/SkillOpt	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.05395	arxiv.org	arxiv	VASO: Formally Verifiable Self-Evolving Skills for Physical AI Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2604.20714	arxiv.org	arxiv	Learning to Evolve: A Self-Improving Framework for Multi-Agent Systems via Textual Parameter Graph Optimization	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2604.00830	arxiv.org	arxiv	Learning to Learn-at-Test-Time: Language Agents with Learnable Adaptation Policies	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/zzzlou/meta-ttl	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2305.00833	arxiv.org	arxiv	Learning to Reason and Memorize with Self-Notes	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2308.10144	arxiv.org	arxiv	ExpeL: LLM Agents Are Experiential Learners	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/LeapLabTHU/ExpeL	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2402.09727	arxiv.org	arxiv	A Human-Inspired Reading Agent with Gist Memory of Very Long Contexts	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2401.07339	arxiv.org	arxiv	CodeAgent: Enhancing Code Generation with Tool-Integrated Agent Systems for Real-World Repo-level Coding Challenges	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2402.04624	arxiv.org	arxiv	MEMORYLLM: Towards Self-Updatable Large Language Models	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/wangyu-ustc/MemoryLLM	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2409.07429	arxiv.org	arxiv	Agent Workflow Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/zorazrw/agent-workflow-memory	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2509.25140	arxiv.org	arxiv	ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2508.09736	arxiv.org	arxiv	Seeing, Listening, Remembering, and Reasoning: A Multimodal Agent with Long-Term Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/bytedance-seed/m3-agent	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/suzgunmirac/dynamic-cheatsheet	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2509.22315	arxiv.org	arxiv	PRIME: Planning and Retrieval-Integrated Memory for Enhanced Reasoning	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2509.24704	arxiv.org	arxiv	MemGen: Weaving Generative Latent Memory for Self-Evolving Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/bingreeky/MemGen	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2502.00592	arxiv.org	arxiv	M+: Extending MemoryLLM with Scalable Long-Term Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2604.12231	arxiv.org	arxiv	Thought-Retriever: Don't Just Retrieve Raw Data, Retrieve Thoughts for Memory-Augmented Agentic Systems	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.02215	arxiv.org	arxiv	Better with Experience: Self-Evolving LLM Agents for Evidence-Grounded Health Community Notes	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.24177	arxiv.org	arxiv	Agon: An Autonomous Large-Scale Omnidisciplinary Research System Built on Prompt Economy	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/AutoResearch-Factory/Agon	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2207.07115	arxiv.org	arxiv	XMem: Long-Term Video Object Segmentation with an Atkinson-Shiffrin Memory Model	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/hkchengrex/XMem	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://dl.acm.org/doi/10.1145/3586183.3606763	dl.acm.org	publisher	Generative Agents: Interactive Simulacra of Human Behavior	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/zhongwanjun/MemoryBank-SiliconFriend	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2307.16449	arxiv.org	arxiv	MovieChat: From Dense Token to Sparse Memory for Long Video Understanding	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/rese1f/MovieChat	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2312.03003	arxiv.org	arxiv	Explore, Select, Derive, and Recall: Augmenting LLM with Human-like Memory for Mobile Task Automation	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/mobilegptsys/MobileGPT	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2311.03783	arxiv.org	arxiv	Scene-Driven Multimodal Knowledge Graph Construction for Embodied AI	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2304.13343	arxiv.org	arxiv	SCM: Enhancing Large Language Model with Self-Controlled Memory Framework	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/wbbeyourself/SCM4LLMs	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2507.22925	arxiv.org	arxiv	Hierarchical Memory for High-Efficiency Long-Term Reasoning in LLM Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2505.09081	arxiv.org	arxiv	SALM: A Multi-Agent Framework for Language Model-Driven Social Network Simulation	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2504.19413	arxiv.org	arxiv	Mem0: Building Production-Ready AI Agents with Scalable Long-Term Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://mem0.ai/research	mem0.ai	project-page	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2506.07398	arxiv.org	arxiv	G-Memory: Tracing Hierarchical Memory for Multi-Agent Systems	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/bingreeky/GMemory	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2501.13956	arxiv.org	arxiv	Zep: A Temporal Knowledge Graph Architecture for Agent Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2509.21212	arxiv.org	arxiv	SGMem: Sentence Graph Memory for Long-Term Conversational Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2503.19878	arxiv.org	arxiv	CausalRAG: Integrating Causal Graphs into Retrieval-Augmented Generation	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/Pwnb/CausalRAG	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://dl.acm.org/doi/abs/10.1145/3746027.3755537	dl.acm.org	publisher	GraphVideoAgent: Enhancing Long-form Video Understanding with Entity Relation Graphs	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2504.06135	arxiv.org	arxiv	Decentralizing AI Memory: SHIMI, a Semantic Hierarchical Memory Index for Scalable Agent Reasoning	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2505.23422v1	arxiv.org	arxiv	From Knowledge to Noise: CTIM-Rover and the Pitfalls of Episodic Memory in Software Engineering Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/Liqs-v2/ctim-rover	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2503.08026	arxiv.org	arxiv	In Prospect and Retrospect: Reflective Memory Management for Long-term Personalized Dialogue Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://openreview.net/pdf?id=CjXaMI2kUH	openreview.net	openreview	MrSteve: Instruction-Following Agents in Minecraft with What-Where-When Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/frechele/MrSteve	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.13941	arxiv.org	arxiv	EvolveMem: Self-Evolving Memory Architecture via AutoResearch for LLM Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/aiming-lab/SimpleMem	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.12061	arxiv.org	arxiv	SAGE: A Self-Evolving Agentic Graph-Memory Engine for Structure-Aware Associative Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2604.19795	arxiv.org	arxiv	Prism: An Evolutionary Memory Substrate for Multi-Agent Open-Ended Discovery	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.22721	arxiv.org	arxiv	DecentMem: Self-Evolving Multi-Agent Systems via Decentralized Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.17721	arxiv.org	arxiv	EXG: Self-Evolving Agents with Experience Graphs	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2603.15421	arxiv.org	arxiv	CLAG: Adaptive Memory Organization via Agent-Driven Clustering for Small Language Model Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/dmis-lab/CLAG	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2304.03442	arxiv.org	arxiv	Generative Agents: Interactive Simulacra of Human Behavior	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/joonspk-research/generative_agents	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2509.09498	arxiv.org	arxiv	WizardLM: Empowering large pre-trained language models to follow complex instructions	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2503.21760	arxiv.org	arxiv	MemInsight: Autonomous Memory Augmentation for LLM Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/KANABOON1/MemGen	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2502.12110	arxiv.org	arxiv	A-MEM: Agentic Memory for LLM Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/WujiangXu/A-mem-sys	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2501.09136	arxiv.org	arxiv	Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/asinghcsu/AgenticRAG-Survey	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2506.06326	arxiv.org	arxiv	Memory OS of AI Agent	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/BAI-LAB/MemoryOS	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2504.07952	arxiv.org	arxiv	Dynamic Cheatsheet: Test-Time Learning with Adaptive Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2507.20215	arxiv.org	arxiv	MLC-Agent: Cognitive Model based on Memory-Learning Collaboration in LLM Empowered Agent Simulation Environment	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2506.17338	arxiv.org	arxiv	PBFT-Backed Semantic Voting for Multi-Agent Memory Pruning	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/DngBack/co-forget-protocol	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2510.04618	arxiv.org	arxiv	Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/ace-agent/ace	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2601.03192	arxiv.org	arxiv	MemRL: Self-Evolving Agents via Runtime Reinforcement Learning on Episodic Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/MemTensor/MemRL	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.04536	arxiv.org	arxiv	TMEM: Scaling Self-Evolving Agents via Parametric Memory	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2605.08374	arxiv.org	arxiv	MemQ: Integrating Q-Learning into Self-Evolving Memory Agents over Provenance DAGs	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://github.com/jwliao-ai/MemQ	github.com	github	Code	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2606.09483	arxiv.org	arxiv	Memory Beyond Recall: A Dual-Process Cognitive Memory System for Self-Evolving LLM Agents	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
https://arxiv.org/abs/2604.21725	arxiv.org	arxiv	AEL: Agent Evolving Learning for Open-Ended Environments	2026-08-09T00:00:00Z	inventory-only	Link identity and hub bibliography topology only unless a local artifact row explicitly inspects this source
