source_id	source_reference_id	citation_text	outbound_locator	parser
ALPHAEVOLVE	[71]	S. Miret and N. M. A. Krishnan. Are LLMs ready for real-world materials discovery? In arXiv preprint arXiv:2402.05200, 2024. 28AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[72]	J. Moosbauer and M. Poole. Flip graphs with symmetry and new matrix multiplication schemes. arXiv preprint arXiv:2502.04514, 2025.		plain-numbered
ALPHAEVOLVE	[73]	C. Morris, M. Jurado, and J. Zutty. Llm guided evolution-the automation of mod- els advancing models. In Proceedings of the Genetic and Evolutionary Computation Conference, pages 377–384, 2024.		plain-numbered
ALPHAEVOLVE	[74]	J.-B. Mouret and J. Clune. Illuminating search spaces by mapping elites. arXiv preprint arXiv:1504.04909, 2015.		plain-numbered
ALPHAEVOLVE	[75]	V. Naumov, D. Zagirova, S. Lin, Y. Xie, W. Gou, A. Urban, N. Tikhonova, K. Alawi, M. Durymanov, F. Galkin, S. Chen, D. Sidorenko, M. Korzinkin, M. Scheibye-Knudsen, A. Aspuru-Guzik, E. Izumchenko, D. Gennert, F. W. Pun, M. Zhang, P. Kamya, A. Aliper, F. Ren, and A. Zhavoronkov. DORA AI scientist: Multi-agent virtual research team for scientific exploration discovery and automated report generation. In bioRxiv preprint:10.1101/2025.03.06.641840. Cold Spring Harbor Laboratory, 2025. doi: 10.1101/2025.03.06.641840.		plain-numbered
ALPHAEVOLVE	[76]	OpenAI. Introducing OpenAI o3 and o4-mini, 2025. URL https://openai.com/i ndex/introducing-o3-and-o4-mini/.		plain-numbered
ALPHAEVOLVE	[77]	OpenXLA. XLA: composable transformations of Python+NumPy programs. URL https://github.com/openxla/xla.		plain-numbered
ALPHAEVOLVE	[78]	H. Pan, N. Mudur, W. Taranto, M. Tikhanovskaya, S. Venugopalan, Y. Bahri, M. P. Brenner, and E.-A. Kim. Quantum many-body physics calculations with large language models. Communications Physics, 8(1):49, 2025. doi: 10.1038/s42005-025-01956-y.		plain-numbered
ALPHAEVOLVE	[79]	D. Pantiukhin, B. Shapkin, I. Kuznetsov, A. A. Jost, and N. Koldunov. Accelerating Earth science discovery via multi-agent LLM systems. In arXiv preprint arXiv:2503.05854, 2025.		plain-numbered
ALPHAEVOLVE	[80]	Z. Rasheed, M. Waseem, A. Ahmad, K.-K. Kemell, W. Xiaofeng, A. N. Duc, and P. Abra- hamsson. Can large language models serve as data analysts? a multi-agent assisted approach for qualitative data analysis. arXiv preprint arXiv:2402.01386, 2024.		plain-numbered
ALPHAEVOLVE	[81]	S. Ren, P. Jian, Z. Ren, C. Leng, C. Xie, and J. Zhang. Towards scientific intelligence: A survey of LLM-based scientific agents. In arXiv preprint arXiv:2503.24047, 2025.		plain-numbered
ALPHAEVOLVE	[82]	A. Rives, J. Meier, T. Sercu, S. Goyal, Z. Lin, J. Liu, D. Guo, M. Ott, C. L. Zitnick, J. Ma, and R. Fergus. Biological structure and function emerge from scaling unsupervised learning to 250 million protein sequences. Proceedings of the National Academy of Sciences, 118(15):e2016239118, 2021. doi: 10.1073/pnas.2016239118.		plain-numbered
ALPHAEVOLVE	[83]	B. Romera-Paredes, M. Barekatain, A. Novikov, M. Balog, M. P. Kumar, E. Dupont, F. J. R. Ruiz, J. Ellenberg, P. Wang, O. Fawzi, P. Kohli, and A. Fawzi. Mathematical discoveries from program search with large language models. Nature, 625(7995): 468–475, 2023. doi: 10.1038/s41586-023-06924-6. 29AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[84]	F. J. R. Ruiz, T. Laakkonen, J. Bausch, M. Balog, M. Barekatain, F. J. H. Heras, A. Novikov, N. Fitzpatrick, B. Romera-Paredes, J. van de Wetering, A. Fawzi, K. Me- ichanetzidis, and P. Kohli. Quantum circuit optimization with AlphaTensor. Nature Machine Intelligence, 7(3):374–385, 2025. doi: 10.1038/s42256-025-01001-1.		plain-numbered
ALPHAEVOLVE	[85]	O. A. Sarumi and D. Heider. Large language models and their applications in bioinfor- matics. Computational and Structural Biotechnology Journal, 23:3498–3505, 2024. ISSN 2001-0370. doi: https://doi.org/10.1016/j.csbj.2024.09.031.		plain-numbered
ALPHAEVOLVE	[86]	E. Schkufza, R. Sharma, and A. Aiken. Stochastic superoptimization. In V. Sarkar and R. Bodík, editors, Architectural Support for Programming Languages and Operating Systems, ASPLOS 2013, Houston, TX, USA, March 16-20, 2013, pages 305–316. ACM, 2013. doi: 10.1145/2451116.2451150.		plain-numbered
ALPHAEVOLVE	[87]	M. Schmidt and H. Lipson. Distilling free-form natural laws from experimental data. Science, 324(5923):81–85, 2009. doi: 10.1126/science.1165893.		plain-numbered
ALPHAEVOLVE	[88]	N. Shinn, F. Cassano, A. Gopinath, K. Narasimhan, and S. Yao. Reflexion: Language agents with verbal reinforcement learning. Advances in Neural Information Processing Systems, 36:8634–8652, 2023.		plain-numbered
ALPHAEVOLVE	[89]	P. Shojaee, K. Meidani, S. Gupta, A. B. Farimani, and C. K. Reddy. LLM-SR: Scientific equation discovery via programming with large language models. In International Conference on Learning Representations, 2025.		plain-numbered
ALPHAEVOLVE	[90]	C. Si, D. Yang, and T. Hashimoto. Can LLMs generate novel research ideas? a large- scale human study with 100+ NLP researchers. In International Conference on Learning Representations, 2025.		plain-numbered
ALPHAEVOLVE	[91]	A. Smirnov. Several bilinear algorithms for matrix multiplication problems ⟨3, 𝑃, 𝑄⟩. https://www.researchgate.net/publication/350897049_Several_Bilin ear_Algorithms_for_Matrix_Multiplication_Problems_3_P_Q, 04 2021.		plain-numbered
ALPHAEVOLVE	[92]	A. Smirnov. Bilinear algorithm for matrix multiplication ⟨4×4×9;104⟩. an irreducibly irrational solution of the brent system? https://www.researchgate.net/pub lication/364167198_Bilinear_Algorithm_for_Matrix_Multiplication_ 4x4x9_104_An_irreducibly_irrational_solution_of_the_Brent_system, 10 2022.		plain-numbered
ALPHAEVOLVE	[93]	A. V. Smirnov. The bilinear complexity and practical algorithms for matrix multipli- cation. Computational Mathematics and Mathematical Physics, 53(12):1781–1795, 2013.		plain-numbered
ALPHAEVOLVE	[94]	Z. Song, M. Ju, C. Ren, Q. Li, C. Li, Q. Zhou, and J. Wang. LLM-Feynman: Leveraging large language models for universal scientific formula and theory discovery. In arXiv preprint arXiv:2503.06512, 2025.		plain-numbered
ALPHAEVOLVE	[95]	V. Strassen. Gaussian elimination is not optimal. Numerische mathematik, 13(4): 354–356, 1969. 30AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[96]	A. Surina, A. Mansouri, L. Quaedvlieg, A. Seddas, M. Viazovska, E. Abbe, and C. Gul- cehre. Algorithm discovery with LLMs: Evolutionary search meets reinforcement learning. In arXiv preprint arXiv:2504.05108, 2025.		plain-numbered
ALPHAEVOLVE	[97]	R. Tanese. Distributed genetic algorithms for function optimization. University of Michigan, 1989.		plain-numbered
ALPHAEVOLVE	[98]	A. Thakur, G. Tsoukalas, Y. Wen, J. Xin, and S. Chaudhuri. An in-context learning agent for formal theorem-proving. In Conference on Language Models, 2024.		plain-numbered
ALPHAEVOLVE	[99]	T. H. Trinh, Y. Wu, Q. V. Le, H. He, and T. Luong. Solving olympiad geometry without human demonstrations. Nature, 625(7995):476–482, 2024.		plain-numbered
ALPHAEVOLVE	[100]	A. Vaswani, N. Shazeer, N. Parmar, J. Uszkoreit, L. Jones, A. N. Gomez, L. Kaiser, and I. Polosukhin. Attention is all you need. In Advances in Neural Information Processing Systems, 2017.		plain-numbered
ALPHAEVOLVE	[101]	P. Veličković, A. Vitvitskyi, L. Markeeva, B. Ibarz, L. Buesing, M. Balog, and A. Novikov. Amplifying human performance in combinatorial competitive programming. 2024.		plain-numbered
ALPHAEVOLVE	[102]	A. Verma, L. Pedrosa, M. Korupolu, D. Oppenheimer, E. Tune, and J. Wilkes. Large- scale cluster management at Google with Borg. In Proceedings of the Tenth European Conference on Computer Systems, EuroSys ’15, New York, NY, USA, 2015. Association for Computing Machinery. ISBN 9781450332385. doi: 10.1145/2741948.2741964.		plain-numbered
ALPHAEVOLVE	[103]	S. Verma, A. Goyal, A. Mathur, A. Anand, and S. Ranu. GRAIL: Graph edit distance and node alignment using llm-generated code. In International Conference on Machine Learning, 2025.		plain-numbered
ALPHAEVOLVE	[104]	C. Vinuesa del Rio. Generalized Sidon sets. PhD thesis, Universidad Autónoma de Madrid, 2010.		plain-numbered
ALPHAEVOLVE	[105]	H. Wang, M. Skreta, C. T. Ser, W. Gao, L. Kong, F. Strieth-Kalthoff, C. Duan, Y. Zhuang, Y. Yu, Y. Zhu, Y. Du, A. Aspuru-Guzik, K. Neklyudov, and C. Zhang. Efficient evo- lutionary search over chemical space with large language models. In International Conference on Learning Representations, 2025.		plain-numbered
ALPHAEVOLVE	[106]	Q. Wang, D. Downey, H. Ji, and T. Hope. SciMON: Scientific inspiration machines optimized for novelty. In Proceedings of the 62nd Annual Meeting of the Association for ComputationalLinguistics(Volume1: LongPapers), pages279–299, Bangkok, Thailand, 2024. Association for Computational Linguistics. doi: 10.18653/v1/2024.acl-long.18.		plain-numbered
ALPHAEVOLVE	[107]	E. P. White. A new bound for Erdős’ minimum overlap problem. Acta Arithmetica, 208:235–255, 2023.		plain-numbered
ALPHAEVOLVE	[108]	Q. Wu, G. Bansal, J. Zhang, Y. Wu, B. Li, E. Zhu, L. Jiang, X. Zhang, S. Zhang, J. Liu, A. H. Awadallah, R. W. White, D. Burger, and C. Wang. AutoGen: Enabling next-gen LLM applications via multi-agent conversation. In arXiv preprint arXiv:2308.08155, 2023. 31AlphaEvolve: A coding agent for scientific and algorithmic discovery		plain-numbered
ALPHAEVOLVE	[109]	Y. Xia, P. Jin, S. Xie, L. He, C. Cao, R. Luo, G. Liu, Y. Wang, Z. Liu, Y.-J. Chen, Z. Guo, Y. Bai, P. Deng, Y. Min, Z. Lu, H. Hao, H. Yang, J. Li, C. Liu, J. Zhang, J. Zhu, R. Bi, K. Wu, W. Zhang, K. Gao, Q. Pei, Q. Wang, X. Liu, Y. Li, H. Zhu, Y. Lu, M. Ma, Z. Wang, T. Xie, K. Maziarz, M. Segler, Z. Yang, Z. Chen, Y. Shi, S. Zheng, L. Wu, C. Hu, P. Dai, T.-Y. Liu, H. Liu, and T. Qin. Nature language model: Deciphering the language of nature for scientific discovery. In arXiv preprint arXiv:2502.07527v2, 2025.		plain-numbered
ALPHAEVOLVE	[110]	K. Yang, A. Swope, A. Gu, R. Chalamala, P. Song, S. Yu, S. Godil, R. J. Prenger, and A. Anandkumar. Leandojo: Theorem proving with retrieval-augmented language models. Advances in Neural Information Processing Systems, 36:21573–21612, 2023.		plain-numbered
ALPHAEVOLVE	[111]	K. Yang, G. Poesia, J. He, W. Li, K. Lauter, S. Chaudhuri, and D. Song. Formal mathematical reasoning: A new frontier in AI. arXiv preprint arXiv:2412.16075, 2024.		plain-numbered
ALPHAEVOLVE	[112]	Z. Yang, X. Du, J. Li, J. Zheng, S. Poria, and E. Cambria. Large language models for automated open-domain scientific hypotheses discovery. In Findings of the Associa- tion for Computational Linguistics: ACL 2024, pages 13545–13565. Association for Computational Linguistics, 2024. doi: 10.18653/v1/2024.findings-acl.804.		plain-numbered
ALPHAEVOLVE	[113]	Z. Yang, W. Liu, B. Gao, T. Xie, Y. Li, W. Ouyang, S. Poria, E. Cambria, and D. Zhou. MOOSE-Chem: Large language models for rediscovering unseen chemistry scientific hypotheses. In International Conference on Learning Representations, 2025.		plain-numbered
ALPHAEVOLVE	[114]	S. Yao, J. Zhao, D. Yu, N. Du, I. Shafran, K. Narasimhan, and Y. Cao. React: Synergizing reasoning and acting in language models. In International Conference on Learning Representations (ICLR), 2023.		plain-numbered
ALPHAEVOLVE	[115]	S. Yao, F. Liu, X. Lin, Z. Lu, Z. Wang, and Q. Zhang. Multi-objective evolution of heuristic using large language model. In AAAI Conference on Artificial Intelligence, volume 39, pages 27144–27152, 2025. doi: 10.1609/aaai.v39i25.34922.		plain-numbered
ALPHAEVOLVE	[116]	G. Ye, X. Cai, H. Lai, X. Wang, J. Huang, L. Wang, W. Liu, and X. Zeng. DrugAssist: A large language model for molecule optimization. In arXiv preprint arXiv:2401.10334, 2023.		plain-numbered
ALPHAEVOLVE	[117]	H. Ye, J. Wang, Z. Cao, F. Berto, C. Hua, H. Kim, J. Park, and G. Song. ReEvo: Large language models as hyper-heuristics with reflective evolution. In Advances in Neural Information Processing Systems, volume 37, 2024.		plain-numbered
ALPHAEVOLVE	[118]	F. Zhang, S. Nguyen, Y. Mei, and M. Zhang. Genetic Programming for Production Scheduling. Springer, 2021.		plain-numbered
ALPHAEVOLVE	[119]	H. Zhang, Y. Song, Z. Hou, S. Miret, and B. Liu. HoneyComb: A flexible LLM-based agent system for materials science. In Y. Al-Onaizan, M. Bansal, and Y.-N. Chen, editors, Findings of the Association for Computational Linguistics: EMNLP 2024, pages 3369–3382. Association for Computational Linguistics, Nov. 2024. doi: 10.18653/v1/ 2024.findings-emnlp.192.		plain-numbered
