source_path_percent_encoded	disposition_percent_encoded	destination	note
%73%6F%75%72%63%65%5F%67%72%61%70%68%2F%71%6D%64-collections%2Frebuild_%73%6F%75%72%63%65%5F%67%72%61%70%68_index.sh	replaced	crates/harp/src/search.rs	bundled SQLite FTS5 search
%73%6F%75%72%63%65%5F%67%72%61%70%68%2F%71%6D%64_collections%2FREADME.md	replaced	crates/harp/src/search.rs	bundled SQLite FTS5 search
src%2Fcommands%2Fknowledge%2F%71%6D%64_index.rs	replaced	crates/harp/src/search.rs	bundled SQLite FTS5 search
src%2Fcommands%2Fknowledge%2Frsi.rs	rewritten	crates/harp/src/corpus/mod.rs	standalone corpus compiler
src%2Fcommands%2Fknowledge%2Frsi%2Fcontracts.rs	rewritten	crates/harp/src/corpus/contracts.rs	standalone paths and adapters
src%2Fcommands%2Fknowledge%2Frsi%2Flessons.rs	rewritten	crates/harp/src/corpus/lessons.rs	standalone paths and adapters
src%2Fcommands%2Fknowledge%2Frsi%2Frender.rs	rewritten	crates/harp/src/corpus/render.rs	standalone paths and adapters
src%2Fcommands%2Fknowledge%2Frsi%2Frules.rs	rewritten	crates/harp/src/corpus/rules.rs	standalone paths and adapters
src%2Fcommands%2Fknowledge%2Frsi%2Ftests.rs	rewritten	crates/harp/src/corpus/tests.rs	standalone paths and adapters
tests%2F%71%6D%64_index_cli.rs	replaced	crates/harp/src/search.rs	bundled SQLite FTS5 search
third_party%2Fa1zhang-rlm-harness-generalization%2F.gitattributes	replaced	.gitattributes	root binary LFS policy
third_party%2Fa1zhang-rlm-harness-generalization%2F%54%41%52%4F%43%43%4F_PROVENANCE.md	rewritten	evidence/rlm/PROVENANCE.md	Harp paths and metadata
third_party%2Fa1zhang-rlm-harness-generalization%2Facquire.sh	rewritten	evidence/rlm/acquire.sh	Harp paths and metadata
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifact_inventory.tsv	rewritten	evidence/rlm/artifact_inventory.tsv	Harp paths and metadata
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fgit%2FLICENSE	ported	evidence/rlm/artifacts/git/LICENSE	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fgit%2FREADME.md	ported	evidence/rlm/artifacts/git/README.md	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fhtml%2Flanguage-model-harnesses-are-compositional-generalizers.html	ported	evidence/rlm/artifacts/html/language-model-harnesses-are-compositional-generalizers.html	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig1a_rlm_trajectory_isomorphism.png	ported	evidence/rlm/artifacts/images/fig1a_rlm_trajectory_isomorphism.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig1b_length_strategy_generalization_lift.png	ported	evidence/rlm/artifacts/images/fig1b_length_strategy_generalization_lift.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig2_mgh_long_task_decomposition.png	ported	evidence/rlm/artifacts/images/fig2_mgh_long_task_decomposition.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig3_locally_in_distribution.png	ported	evidence/rlm/artifacts/images/fig3_locally_in_distribution.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig4_context_offloading_programmatic_subcalls.png	ported	evidence/rlm/artifacts/images/fig4_context_offloading_programmatic_subcalls.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig5_length_generalization_curves.png	ported	evidence/rlm/artifacts/images/fig5_length_generalization_curves.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig6_strategy_generalization_curves.png	ported	evidence/rlm/artifacts/images/fig6_strategy_generalization_curves.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fimages%2Ffig7_trajectory_similarity.png	ported	evidence/rlm/artifacts/images/fig7_trajectory_similarity.png	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fartifacts%2Fpdf%2Frecursive-language-models-2512.24601v3.pdf	ported	evidence/rlm/artifacts/pdf/recursive-language-models-2512.24601v3.pdf	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Farxiv-bibliography.xsl	ported	evidence/rlm/arxiv-bibliography.xsl	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fmanifest.tsv	rewritten	evidence/rlm/manifest.tsv	Harp paths and metadata
third_party%2Fa1zhang-rlm-harness-generalization%2Fmetadata%2Frecursive-language-models-2512.24601v3-arxiv.html	ported	evidence/rlm/metadata/recursive-language-models-2512.24601v3-arxiv.html	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Fmetadata%2Frecursive-language-models-2512.24601v3-paper.html	ported	evidence/rlm/metadata/recursive-language-models-2512.24601v3-paper.html	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Freferences%2Flocally_in_distribution.bib	ported	evidence/rlm/references/locally_in_distribution.bib	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Freferences%2Frlm-paper-citations.tsv	ported	evidence/rlm/references/rlm-paper-citations.tsv	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Frun-receipt.tsv	rewritten	evidence/rlm/run-receipt.tsv	Harp paths and metadata
third_party%2Fa1zhang-rlm-harness-generalization%2Fsources.tsv	rewritten	evidence/rlm/sources.tsv	Harp paths and metadata
third_party%2Fa1zhang-rlm-harness-generalization%2Ftext%2Flanguage-model-harnesses-are-compositional-generalizers.txt	ported	evidence/rlm/text/language-model-harnesses-are-compositional-generalizers.txt	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Ftext%2Frecursive-language-models-2512.24601v3.txt	ported	evidence/rlm/text/recursive-language-models-2512.24601v3.txt	captured bytes preserved
third_party%2Fa1zhang-rlm-harness-generalization%2Ftext%2Frlm-repository-readme.txt	ported	evidence/rlm/text/rlm-repository-readme.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2F.gitattributes	replaced	.gitattributes	root binary LFS policy
third_party%2Frsi-weng-citation-closure%2F%54%41%52%4F%43%43%4F_PROVENANCE.md	rewritten	evidence/weng/PROVENANCE.md	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Facquire.sh	rewritten	evidence/weng/acquire.sh	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Fartifact_inventory.tsv	rewritten	evidence/weng/artifact_inventory.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fgit%2Fkarpathy-autoresearch%2FREADME.md	ported	evidence/weng/artifacts/git/karpathy-autoresearch/README.md	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Fai-scientist.html	ported	evidence/weng/artifacts/html/ai-scientist.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Fanthropic-rsi.html	ported	evidence/weng/artifacts/html/anthropic-rsi.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Ffunsearch.html	ported	evidence/weng/artifacts/html/funsearch.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Fgodel-machine.html	ported	evidence/weng/artifacts/html/godel-machine.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Fweng-harness.html	ported	evidence/weng/artifacts/html/weng-harness.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Fweng-reward.html	ported	evidence/weng/artifacts/html/weng-reward.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fhtml%2Fyudkowsky-2008.html	ported	evidence/weng/artifacts/html/yudkowsky-2008.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fabsolute-zero.pdf	ported	evidence/weng/artifacts/pdf/absolute-zero.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Face.pdf	ported	evidence/weng/artifacts/pdf/ace.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fadas.pdf	ported	evidence/weng/artifacts/pdf/adas.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Faflow.pdf	ported	evidence/weng/artifacts/pdf/aflow.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fahe.pdf	ported	evidence/weng/artifacts/pdf/ahe.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Falphaevolve.pdf	ported	evidence/weng/artifacts/pdf/alphaevolve.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fasp.pdf	ported	evidence/weng/artifacts/pdf/asp.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fautodata.pdf	ported	evidence/weng/artifacts/pdf/autodata.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fconcrete-safety.pdf	ported	evidence/weng/artifacts/pdf/concrete-safety.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fcontinual-harness.pdf	ported	evidence/weng/artifacts/pdf/continual-harness.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fcorebench.pdf	ported	evidence/weng/artifacts/pdf/corebench.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fdemoevolve.pdf	ported	evidence/weng/artifacts/pdf/demoevolve.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fdgm.pdf	ported	evidence/weng/artifacts/pdf/dgm.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fepistemic-discovery.pdf	ported	evidence/weng/artifacts/pdf/epistemic-discovery.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fgepa.pdf	ported	evidence/weng/artifacts/pdf/gepa.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fgood-1965.pdf	ported	evidence/weng/artifacts/pdf/good-1965.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fgpt5-science.pdf	ported	evidence/weng/artifacts/pdf/gpt5-science.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fharness-disentangle.pdf	ported	evidence/weng/artifacts/pdf/harness-disentangle.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fhyperagents.pdf	ported	evidence/weng/artifacts/pdf/hyperagents.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fkernelbench.pdf	ported	evidence/weng/artifacts/pdf/kernelbench.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Flearning-discover.pdf	ported	evidence/weng/artifacts/pdf/learning-discover.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fmce.pdf	ported	evidence/weng/artifacts/pdf/mce.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fmeta-harness.pdf	ported	evidence/weng/artifacts/pdf/meta-harness.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fmlebench.pdf	ported	evidence/weng/artifacts/pdf/mlebench.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fnot-scientists.pdf	ported	evidence/weng/artifacts/pdf/not-scientists.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fpaperbench.pdf	ported	evidence/weng/artifacts/pdf/paperbench.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fpromptbreeder.pdf	ported	evidence/weng/artifacts/pdf/promptbreeder.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fqd-2016.pdf	ported	evidence/weng/artifacts/pdf/qd-2016.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Frebench.pdf	ported	evidence/weng/artifacts/pdf/rebench.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fscienceagentbench.pdf	ported	evidence/weng/artifacts/pdf/scienceagentbench.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fscientistone.pdf	ported	evidence/weng/artifacts/pdf/scientistone.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fself-harness.pdf	ported	evidence/weng/artifacts/pdf/self-harness.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fself-refine.pdf	ported	evidence/weng/artifacts/pdf/self-refine.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fself-rewarding.pdf	ported	evidence/weng/artifacts/pdf/self-rewarding.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fshinkaevolve.pdf	ported	evidence/weng/artifacts/pdf/shinkaevolve.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fsia.pdf	ported	evidence/weng/artifacts/pdf/sia.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fspin.pdf	ported	evidence/weng/artifacts/pdf/spin.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fstop.pdf	ported	evidence/weng/artifacts/pdf/stop.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fartifacts%2Fpdf%2Fthetaevolve.pdf	ported	evidence/weng/artifacts/pdf/thetaevolve.pdf	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Farxiv-bibliography.xsl	ported	evidence/weng/arxiv-bibliography.xsl	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fclosure_edges.tsv	rewritten	evidence/weng/closure_edges.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Flicense_assignments.tsv	rewritten	evidence/weng/license_assignments.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Flicenses%2FCC-BY-4.0.txt	ported	evidence/weng/licenses/CC-BY-4.0.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Flicenses%2FCC-BY-NC-ND-4.0.txt	ported	evidence/weng/licenses/CC-BY-NC-ND-4.0.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Flicenses%2FCC-BY-NC-SA-4.0.txt	ported	evidence/weng/licenses/CC-BY-NC-SA-4.0.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Flicenses%2FCC-BY-SA-4.0.txt	ported	evidence/weng/licenses/CC-BY-SA-4.0.txt	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Flicenses%2Farxiv-nonexclusive-distribution-1.0.html	ported	evidence/weng/licenses/arxiv-nonexclusive-distribution-1.0.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmanifest.tsv	rewritten	evidence/weng/manifest.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fabsolute-zero-arxiv-paper.html	ported	evidence/weng/metadata/absolute-zero-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fabsolute-zero-arxiv.html	ported	evidence/weng/metadata/absolute-zero-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Face-arxiv-paper.html	ported	evidence/weng/metadata/ace-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Face-arxiv.html	ported	evidence/weng/metadata/ace-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Faflow-arxiv.html	ported	evidence/weng/metadata/aflow-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fahe-arxiv-paper.html	ported	evidence/weng/metadata/ahe-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fahe-arxiv.html	ported	evidence/weng/metadata/ahe-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Falphaevolve-arxiv.html	ported	evidence/weng/metadata/alphaevolve-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fasp-arxiv-paper.html	ported	evidence/weng/metadata/asp-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fasp-arxiv.html	ported	evidence/weng/metadata/asp-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fautodata-arxiv-paper.html	ported	evidence/weng/metadata/autodata-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fautodata-arxiv.html	ported	evidence/weng/metadata/autodata-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fconcrete-safety-arxiv.html	ported	evidence/weng/metadata/concrete-safety-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fcontinual-harness-arxiv-paper.html	ported	evidence/weng/metadata/continual-harness-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fcontinual-harness-arxiv.html	ported	evidence/weng/metadata/continual-harness-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fcorebench-arxiv-paper.html	ported	evidence/weng/metadata/corebench-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fcorebench-arxiv.html	ported	evidence/weng/metadata/corebench-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fdemoevolve-arxiv-paper.html	ported	evidence/weng/metadata/demoevolve-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fdemoevolve-arxiv.html	ported	evidence/weng/metadata/demoevolve-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fdgm-arxiv-paper.html	ported	evidence/weng/metadata/dgm-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fdgm-arxiv.html	ported	evidence/weng/metadata/dgm-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fepistemic-discovery-arxiv-paper.html	ported	evidence/weng/metadata/epistemic-discovery-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fepistemic-discovery-arxiv.html	ported	evidence/weng/metadata/epistemic-discovery-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fgepa-arxiv.html	ported	evidence/weng/metadata/gepa-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fgpt5-science-arxiv-paper.html	ported	evidence/weng/metadata/gpt5-science-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fgpt5-science-arxiv.html	ported	evidence/weng/metadata/gpt5-science-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fharness-disentangle-arxiv-paper.html	ported	evidence/weng/metadata/harness-disentangle-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fharness-disentangle-arxiv.html	ported	evidence/weng/metadata/harness-disentangle-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fhyperagents-arxiv.html	ported	evidence/weng/metadata/hyperagents-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fkernelbench-arxiv-paper.html	ported	evidence/weng/metadata/kernelbench-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fkernelbench-arxiv.html	ported	evidence/weng/metadata/kernelbench-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Flearning-discover-arxiv-paper.html	ported	evidence/weng/metadata/learning-discover-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Flearning-discover-arxiv.html	ported	evidence/weng/metadata/learning-discover-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fmce-arxiv-paper.html	ported	evidence/weng/metadata/mce-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fmce-arxiv.html	ported	evidence/weng/metadata/mce-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fmeta-harness-arxiv-paper.html	ported	evidence/weng/metadata/meta-harness-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fmeta-harness-arxiv.html	ported	evidence/weng/metadata/meta-harness-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fmlebench-arxiv.html	ported	evidence/weng/metadata/mlebench-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fnot-scientists-arxiv-paper.html	ported	evidence/weng/metadata/not-scientists-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fnot-scientists-arxiv.html	ported	evidence/weng/metadata/not-scientists-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fpromptbreeder-arxiv-paper.html	ported	evidence/weng/metadata/promptbreeder-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fpromptbreeder-arxiv.html	ported	evidence/weng/metadata/promptbreeder-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fscienceagentbench-arxiv-paper.html	ported	evidence/weng/metadata/scienceagentbench-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fscienceagentbench-arxiv.html	ported	evidence/weng/metadata/scienceagentbench-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fscientistone-arxiv-paper.html	ported	evidence/weng/metadata/scientistone-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fscientistone-arxiv.html	ported	evidence/weng/metadata/scientistone-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fself-harness-arxiv-paper.html	ported	evidence/weng/metadata/self-harness-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fself-harness-arxiv.html	ported	evidence/weng/metadata/self-harness-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fself-refine-arxiv.html	ported	evidence/weng/metadata/self-refine-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fself-rewarding-arxiv-paper.html	ported	evidence/weng/metadata/self-rewarding-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fself-rewarding-arxiv.html	ported	evidence/weng/metadata/self-rewarding-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fshinkaevolve-arxiv-paper.html	ported	evidence/weng/metadata/shinkaevolve-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fshinkaevolve-arxiv.html	ported	evidence/weng/metadata/shinkaevolve-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fsia-arxiv-paper.html	ported	evidence/weng/metadata/sia-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fsia-arxiv.html	ported	evidence/weng/metadata/sia-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fspin-arxiv-paper.html	ported	evidence/weng/metadata/spin-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fspin-arxiv.html	ported	evidence/weng/metadata/spin-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fstop-arxiv.html	ported	evidence/weng/metadata/stop-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fthetaevolve-arxiv-paper.html	ported	evidence/weng/metadata/thetaevolve-arxiv-paper.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Fmetadata%2Fthetaevolve-arxiv.html	ported	evidence/weng/metadata/thetaevolve-arxiv.html	captured bytes preserved
third_party%2Frsi-weng-citation-closure%2Foutgoing_citations.tsv	rewritten	evidence/weng/outgoing_citations.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2F%71%6D%64-index.sh	replaced	crates/harp/src/search.rs	bundled SQLite FTS5 search
third_party%2Frsi-weng-citation-closure%2F%71%6D%64-receipt.tsv	replaced	crates/harp/src/search.rs	bundled SQLite FTS5 search
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fabsolute-zero.tsv	rewritten	evidence/weng/receipts/absolute-zero.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Face.tsv	rewritten	evidence/weng/receipts/ace.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fadas.tsv	rewritten	evidence/weng/receipts/adas.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Faflow.tsv	rewritten	evidence/weng/receipts/aflow.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fahe.tsv	rewritten	evidence/weng/receipts/ahe.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fai-scientist.tsv	rewritten	evidence/weng/receipts/ai-scientist.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Falphaevolve.tsv	rewritten	evidence/weng/receipts/alphaevolve.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fanthropic-rsi.tsv	rewritten	evidence/weng/receipts/anthropic-rsi.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fasp.tsv	rewritten	evidence/weng/receipts/asp.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fautodata.tsv	rewritten	evidence/weng/receipts/autodata.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fconcrete-safety.tsv	rewritten	evidence/weng/receipts/concrete-safety.tsv	Harp paths and metadata
third_party%2Frsi-weng-citation-closure%2Freceipts%2Fcontinual-harness.tsv	rewritten	evidence/weng/receipts/continual-harness.tsv	Harp paths and metadata
