source_path	destination_path	classification	disposition	rationale	verification
knowledge/rsi/systems/dgm.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/harness-disentangle.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/mce.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/meta-harness.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/rlm.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/self-harness.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/sia.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/stop.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/system_readings.json	content/systems/system_readings.json	non_reader_or_generated	retain_harp	initial import relocated this structured contract to the standalone destination	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/systems/system_readings_index.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng-reading-map.json	content/weng-reading-map.json	non_reader_or_generated	retain_harp	initial import relocated this structured contract to the standalone destination	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/01-system-being-improved.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/02-harness-design-patterns.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/03-harness-layer-vs-core-intelligence.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/04-context-engineering.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/05-workflow-design-and-search.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/06-self-improving-harnesses.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/07-evolutionary-search.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/08-joint-harness-weight-optimization.md	-	identical	retain_harp	same immutable blob at the frozen commits	frozen-tree comparison plus Harp corpus verification
knowledge/rsi/weng/09-future-challenges.md	-	harp_newer	retain_harp	Harp standalone corpus supersedes the frozen source form	frozen-tree comparison plus Harp corpus verification
